,Date,Incident
19,"Daily Service Report for Tuesday, February 11, 2014","
8:18 p.m. A New Carrollton-bound Orange Line train at L’Enfant Plaza was offloaded due to a door problem. Passengers experienced a 12-minute delay.    "
20,"Daily Service Report for Tuesday, February 11, 2014","
8:22 p.m. A Largo Town Center-bound Blue Line train at L’Enfant Plaza was rerouted to New Carrollton for schedule adherence/improved train spacing. Passengers experienced a 4-minute delay.     "
21,"Daily Service Report for Tuesday, February 11, 2014","
11:53 p.m. A Glenmont-bound Red Line train at Gallery Place was delayed 7 minutes due to police activity.    "
22,"Daily Service Report for Tuesday, February 11, 2014","
"
23,"Daily Service Report for Tuesday, February 11, 2014",
24,"Daily Service Report for Tuesday, February 11, 2014","Report Archives

"
0,"Daily Service Report for Monday, February 10, 2014",6:31 a.m. A Fort Totten-bound Yellow Line train at Huntington was delayed 4 minutes due to a brake problem.    
1,"Daily Service Report for Monday, February 10, 2014","
7:08 a.m. A New Carrollton-bound Orange Line train at Vienna was delayed 5 minutes due to an equipment problem.    "
2,"Daily Service Report for Monday, February 10, 2014","
7:56 a.m. A Largo Town Center-bound Orange Line train at Ballston did not service the station due to an operational problem.  Passengers experienced a 4-minute delay.    "
3,"Daily Service Report for Monday, February 10, 2014","
8:38 a.m. A Greenbelt-bound Green Line train at College Park was offloaded due to a brake problem. Passengers experienced a 9-minute delay.    "
4,"Daily Service Report for Monday, February 10, 2014","
8:50 a.m. A Greenbelt-bound Green Line train at Fort Totten was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 6-minute delay.    "
5,"Daily Service Report for Monday, February 10, 2014","
10:45 a.m. A Glenmont-bound Red Line train at Union Station was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.    "
6,"Daily Service Report for Monday, February 10, 2014","
11:23 a.m. A Franconia-Springfield-bound Blue Line train at Federal Triangle was delayed 9 minutes due to a track problem.    "
7,"Daily Service Report for Monday, February 10, 2014","
1:02 p.m. A Glenmont-bound Red Line train at Rhode Island Avenue was delayed 12 minutes due to a sick passenger.    "
8,"Daily Service Report for Monday, February 10, 2014","
3:36 p.m. A Greenbelt-bound Green Line train at Columbia Heights was delayed 5 minutes due to a door problem.    "
9,"Daily Service Report for Monday, February 10, 2014","
4:17 p.m. A Fort Totten-bound Yellow Line train at Pentagon City was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.    "
10,"Daily Service Report for Monday, February 10, 2014","
5:23 p.m. A Vienna-bound Orange Line train at Capitol South was offloaded due to a brake problem. Passengers experienced a 3-minute delay.    "
11,"Daily Service Report for Monday, February 10, 2014","
6:08 p.m. A Largo Town Center-bound Blue Line train at Franconia-Springfield was delayed 6 minutes due to an operational problem.    "
12,"Daily Service Report for Monday, February 10, 2014","
6:40 p.m. A Vienna-bound Orange Line train at Court House was offloaded due to a brake problem. Passengers experienced an 8-minute delay.    "
13,"Daily Service Report for Monday, February 10, 2014","
8:51 p.m. A Huntington-bound Yellow Line train at Georgia Avenue was delayed 8 minutes due to an operational problem.    "
14,"Daily Service Report for Monday, February 10, 2014","
10:05 p.m. A Largo Town Center-bound Blue Line train at Stadium-Armory was offloaded due to a brake problem. Passengers experienced a 7-minute delay. A gap train was placed in service to help mitigate the delay.    "
15,"Daily Service Report for Monday, February 10, 2014","
"
16,"Daily Service Report for Monday, February 10, 2014",
17,"Daily Service Report for Monday, February 10, 2014","Report Archives

"
0,"Daily Service Report for Sunday, February 9, 2014",7:26 a.m. A Shady Grove-bound Red Line train at Brookland was offloaded due to a brake problem. Passengers experienced a 26-minute delay.    
1,"Daily Service Report for Sunday, February 9, 2014","
1:47 p.m. A Fort Totten-bound Yellow Line train at L’Enfant Plaza was delayed 14 minutes due to a sick passenger.    "
2,"Daily Service Report for Sunday, February 9, 2014","
7:53 p.m. A Glenmont-bound Red Line train at Rockville was offloaded due to an equipment problem. Passengers experienced a 7-minute delay.    "
3,"Daily Service Report for Sunday, February 9, 2014","
8:27 p.m. A Shady Grove-bound Red Line train at Takoma was delayed 12 minutes due to a signal problem.    "
4,"Daily Service Report for Sunday, February 9, 2014","
8:52 p.m. A Franconia-Springfield-bound Blue Line train at McPherson Square was delayed 4 minutes due to a sick passenger.    "
5,"Daily Service Report for Sunday, February 9, 2014","
11:17 p.m. A Glenmont-bound Red Line train at Bethesda was offloaded due to a brake problem. Passengers experienced a 29-minute delay.    "
6,"Daily Service Report for Sunday, February 9, 2014","
"
7,"Daily Service Report for Sunday, February 9, 2014",
8,"Daily Service Report for Sunday, February 9, 2014","Report Archives

"
0,"Daily Service Report for Saturday, February 8, 2014",12:00 a.m. A Vienna-bound Orange Line train at Smithsonian was delayed 6 minutes due to a sick passenger.    
1,"Daily Service Report for Saturday, February 8, 2014","
7:50 a.m. A Vienna-bound Orange Line train in approach to Stadium-Armory experienced a brake problem. The train was pulled back to Minnesota Avenue and offloaded. Passengers experienced a 30-minute delay.    "
2,"Daily Service Report for Saturday, February 8, 2014","
7:59 a.m. A Glenmont-bound Red Line train at Dupont Circle was offloaded due to a brake problem. Passengers experienced a 30-minute delay.    "
3,"Daily Service Report for Saturday, February 8, 2014","
11:07 a.m. A Largo Town Center-bound Blue Line train at Van Dorn Street was delayed 8 minutes due to a track problem.   "
4,"Daily Service Report for Saturday, February 8, 2014",
5,"Daily Service Report for Saturday, February 8, 2014","Report Archives

"
0,"Daily Service Report for Friday, February 7, 2014",7:11 a.m. A Greenbelt-bound Green Line train at Branch Avenue was delayed 6 minutes due to an equipment problem.    
1,"Daily Service Report for Friday, February 7, 2014","
7:38 a.m. A Glenmont-bound Red Line train at Medical Center was offloaded due to a brake problem. Passengers experienced a 3-minute delay.    "
2,"Daily Service Report for Friday, February 7, 2014","
8:07 a.m. A Greenbelt-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.    "
3,"Daily Service Report for Friday, February 7, 2014","
8:35 a.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
4,"Daily Service Report for Friday, February 7, 2014","
8:41 a.m. A New Carrollton-bound Orange Line train at Cheverly was expressed for schedule adherence/improved train spacing.    "
5,"Daily Service Report for Friday, February 7, 2014","
9:01 a.m. A Greenbelt-bound Green Line train at Branch Avenue was delayed 9 minutes due to an equipment problem.    "
6,"Daily Service Report for Friday, February 7, 2014","
9:02 a.m. A Branch Avenue-bound Green Line train at Naylor Road was expressed for schedule adherence/improved train spacing.    "
7,"Daily Service Report for Friday, February 7, 2014","
11:57 a.m. A Silver Spring-bound Red Line train at Dupont Circle was offloaded due to a brake problem. Passengers experienced a 13-minute delay.    "
8,"Daily Service Report for Friday, February 7, 2014","
2:37 p.m. A Silver Spring-bound Red Line train at Takoma was expressed for schedule adherence/improved train spacing.    "
9,"Daily Service Report for Friday, February 7, 2014","
5:47 p.m. A Glenmont-bound Red Line train at Brookland was offloaded due to a brake problem. Passengers experienced a 4-minute delay.    "
10,"Daily Service Report for Friday, February 7, 2014","
6:06 p.m. A Vienna-bound Orange Line train at Rosslyn was delayed 5 minutes due to a door problem.    "
11,"Daily Service Report for Friday, February 7, 2014","
7:00 p.m. A New Carrollton-bound Orange Line train at Smithsonian was delayed 6 minutes due to a brake problem.    "
12,"Daily Service Report for Friday, February 7, 2014","
7:57 p.m. A Largo Town Center-bound Blue Line train at McPherson Square was delayed 5 minutes due to a passenger incident.    "
13,"Daily Service Report for Friday, February 7, 2014","
8:53 p.m. A Fort Totten-bound Yellow Line train at Eisenhower Avenue reported a fire on the track. Yellow Line service was suspended until approximately 9:30. Several trains were offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced delays up to 20 minutes.    "
14,"Daily Service Report for Friday, February 7, 2014","
10:19 p.m. A Vienna-bound Orange Line train at Foggy Bottom was delayed 4 minutes due to a door problem.   "
15,"Daily Service Report for Friday, February 7, 2014",
16,"Daily Service Report for Friday, February 7, 2014","Report Archives

"
0,"Daily Service Report for Thursday, February 6, 2014",5:43 a.m. A Shady Grove-bound Red Line train at Union Station was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.    
1,"Daily Service Report for Thursday, February 6, 2014","
5:53 a.m. A Glenmont-bound Red Line train at Gallery Place was offloaded due to a door problem. Passengers experienced a 12-minute delay.    "
2,"Daily Service Report for Thursday, February 6, 2014","
6:28 a.m. A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service.    "
3,"Daily Service Report for Thursday, February 6, 2014","
7:32 a.m. A Largo Town Center-bound Blue Line train at Van Dorn Street did not service the station due to an operational problem.  Passengers experienced a 9-minute delay.    "
4,"Daily Service Report for Thursday, February 6, 2014","
8:16 a.m. A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service.    "
5,"Daily Service Report for Thursday, February 6, 2014","
8:18 a.m. A New Carrollton-bound Orange Line train at East Falls Church was delayed 5 minutes due to a door problem.    "
6,"Daily Service Report for Thursday, February 6, 2014","
8:29 a.m. A Grosvenor-bound Red Line train at Tenleytown did not service the station due to an operational problem.  Passengers experienced a 7-minute delay.    "
7,"Daily Service Report for Thursday, February 6, 2014","
8:46 a.m. A Shady Grove-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 5-minute delay.    "
8,"Daily Service Report for Thursday, February 6, 2014","
8:53 a.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in an 8-minute gap in service.    "
9,"Daily Service Report for Thursday, February 6, 2014","
8:54 a.m. A Branch Avenue-bound Green Line train at Suitland was expressed for schedule adherence/improved train spacing.    "
10,"Daily Service Report for Thursday, February 6, 2014","
9:05 a.m. A Grosvenor-bound Red Line train at Friendship Heights was expressed for schedule adherence/improved train spacing.    "
11,"Daily Service Report for Thursday, February 6, 2014","
9:17 a.m. A Grosvenor-bound Red Line train at White Flint was expressed for schedule adherence/improved train spacing.    "
12,"Daily Service Report for Thursday, February 6, 2014","
2:02 p.m. A Grosvenor-bound Red Line train at Van Ness was delayed 4 minutes due to a passenger incident.    "
13,"Daily Service Report for Thursday, February 6, 2014","
2:57 p.m. A Fort Totten-bound Yellow Line train at King Street was delayed 4 minutes due to an operational problem.    "
14,"Daily Service Report for Thursday, February 6, 2014","
4:24 p.m. A Vienna-bound Orange Line train at McPherson Square was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.    "
15,"Daily Service Report for Thursday, February 6, 2014","
4:45 p.m. A Grosvenor-bound Red Line train at Metro Center was offloaded due to a brake problem. Passengers experienced a 3-minute delay.    "
16,"Daily Service Report for Thursday, February 6, 2014","
5:41 p.m. A Vienna-bound Orange Line train at East Falls Church was delayed 12 minutes due to a signal problem.    "
17,"Daily Service Report for Thursday, February 6, 2014","
5:50 p.m. A Glenmont-bound Red Line train at Friendship Heights was offloaded due to a brake problem. Passengers experienced an 8-minute delay.    "
18,"Daily Service Report for Thursday, February 6, 2014","
8:29 p.m. A Silver Spring-bound Red Line train at Tenleytown did not service the station due to an operational problem.  Passengers experienced a 7-minute delay.    "
19,"Daily Service Report for Thursday, February 6, 2014","
9:16 p.m. A Franconia-Springfield-bound Blue Line train at Addison Road was delayed 4 minutes due to police activity.    "
20,"Daily Service Report for Thursday, February 6, 2014","
9:16 p.m. A Glenmont-bound Red Line train at Farragut North was delayed 18 minutes due to a non-revenue train experiencing a brake problem.   "
21,"Daily Service Report for Thursday, February 6, 2014",
22,"Daily Service Report for Thursday, February 6, 2014","Report Archives

"
0,"Daily Service Report for Wednesday, February 5, 2014",6:47 a.m. A Huntington-bound Yellow Line train at Eisenhower Avenue was delayed 5 minutes due to a brake problem.    
1,"Daily Service Report for Wednesday, February 5, 2014","
7:09 a.m. A Largo Town Center-bound Blue Line train at King Street was expressed for schedule adherence/improved train spacing.    "
2,"Daily Service Report for Wednesday, February 5, 2014","
7:09 a.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
3,"Daily Service Report for Wednesday, February 5, 2014","
7:30 a.m. A Largo Town Center-bound Blue Line train at Arlington Cemetery was expressed for schedule adherence/improved train spacing.    "
4,"Daily Service Report for Wednesday, February 5, 2014","
7:45 a.m. A Greenbelt-bound Yellow Line train at Mt. Vernon Square was offloaded due to a brake problem. Passengers experienced a 3-minute delay.    "
5,"Daily Service Report for Wednesday, February 5, 2014","
8:53 a.m. A Branch Avenue-bound Green Line train at Suitland was expressed for schedule adherence/improved train spacing.    "
6,"Daily Service Report for Wednesday, February 5, 2014","
9:02 a.m. A Vienna-bound Orange Line train at Clarendon was expressed for schedule adherence/improved train spacing.    "
7,"Daily Service Report for Wednesday, February 5, 2014","
12:13 p.m. A Vienna-bound Orange Line train at Foggy Bottom was delayed 4 minutes due to a signal problem.    "
8,"Daily Service Report for Wednesday, February 5, 2014","
2:46 p.m. A Shady Grove-bound Red Line train at Gallery Place was delayed 7 minutes due to a track problem.     "
9,"Daily Service Report for Wednesday, February 5, 2014","
3:27 p.m. A Glenmont-bound Red Line train at Union Station was offloaded due to a brake problem. Passengers experienced a 7-minute delay.    "
10,"Daily Service Report for Wednesday, February 5, 2014","
3:36 p.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
11,"Daily Service Report for Wednesday, February 5, 2014","
4:04 p.m. A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service.    "
12,"Daily Service Report for Wednesday, February 5, 2014","
4:33 p.m. A Mt. Vernon Square-bound Yellow Line train at Gallery Place was delayed 6 minutes due to a door problem.    "
13,"Daily Service Report for Wednesday, February 5, 2014","
4:40 p.m. A Huntington-bound Yellow Line train at Mt. Vernon Square did not operate, resulting in a 6-minute gap in service.    "
14,"Daily Service Report for Wednesday, February 5, 2014","
5:30 p.m. A Grosvenor-bound Red Line train at Tenleytown was offloaded due to a brake problem. Passengers experienced an 8-minute delay.    "
15,"Daily Service Report for Wednesday, February 5, 2014","
6:22 p.m. A Branch Avenue-bound Green Line train at Suitland was expressed for schedule adherence/improved train spacing.    "
16,"Daily Service Report for Wednesday, February 5, 2014","
7:04 p.m. A Greenbelt-bound Green Line train at college Park was expressed for schedule adherence/improved train spacing.    "
17,"Daily Service Report for Wednesday, February 5, 2014","
7:15 p.m. A Grosvenor-bound Red Line train at Dupont Circle was offloaded due to striking a passenger. Several trains were single tracked around the incident train and several trains were offloaded and turned back for schedule adherence/improved train spacing. Passengers experienced delays up to 20 minutes until approximately 9:45 p.m.    "
18,"Daily Service Report for Wednesday, February 5, 2014","
8:00 p.m. A Fort Totten-bound Yellow Line train at Gallery Place was offloaded due to a brake problem. Passengers experienced a 12-minute delay.    "
19,"Daily Service Report for Wednesday, February 5, 2014","
8:54 p.m. A Vienna-bound Orange Line train at New Carrollton was delayed 8 minutes due to a signal problem.    "
20,"Daily Service Report for Wednesday, February 5, 2014","
9:06 p.m. A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 12-minute gap in service.    "
21,"Daily Service Report for Wednesday, February 5, 2014","
"
22,"Daily Service Report for Wednesday, February 5, 2014",
23,"Daily Service Report for Wednesday, February 5, 2014","Report Archives

"
0,"Daily Service Report for Tuesday, February 4, 2014",5:00 a.m. A Branch Avenue-bound Green Line train at Greenbelt was delayed 6 minutes due to a signal problem.    
1,"Daily Service Report for Tuesday, February 4, 2014","
11:22 a.m. A Branch Avenue-bound Green Line train at Greenbelt was delayed 5 minutes due to maintenance activity.    "
2,"Daily Service Report for Tuesday, February 4, 2014","
5:13 p.m. A Franconia-Springfield-bound Blue Line train at Smithsonian was offloaded due to an equipment problem. Passengers experienced an 11-minute delay.    "
3,"Daily Service Report for Tuesday, February 4, 2014","
5:59 p.m. A Vienna-bound Orange Line train at Smithsonian was rerouted to Franconia-Springfield for schedule adherence/improved train spacing.     "
4,"Daily Service Report for Tuesday, February 4, 2014","
8:39 A Largo Town Center-bound Blue Line train at Franconia-Springfield was delayed 7 minutes due to an equipment problem.   "
5,"Daily Service Report for Tuesday, February 4, 2014",
6,"Daily Service Report for Tuesday, February 4, 2014","Report Archives

"
0,"Daily Service Report for Monday, February 3, 2014",12:00 a.m. A Shady Grove-bound Red Line train at White Flint was delayed 6 minutes due to an unattended package.    
1,"Daily Service Report for Monday, February 3, 2014","
12:23 a.m. A Huntington-bound Yellow Line train at Braddock Road was offloaded due to a brake problem. Passengers experienced a 16-minute delay.    "
2,"Daily Service Report for Monday, February 3, 2014","
6:55 a.m. A Shady Grove-bound Red Line train at Wheaton was offloaded due to an equipment problem. Passengers experienced a 6-minute delay.    "
3,"Daily Service Report for Monday, February 3, 2014","
7:05 a.m. A Shady Grove-bound Red Line train at Farragut North was offloaded due to a brake problem. Passengers experienced a 3-minute delay.    "
4,"Daily Service Report for Monday, February 3, 2014","
7:11 a.m. A Glenmont-bound Red Line train at Silver Spring was offloaded due to a brake problem. Passengers experienced a 3-minute delay.    "
5,"Daily Service Report for Monday, February 3, 2014","
7:26 a.m. A Silver Spring-bound Red Line train at Bethesda was offloaded due to a brake problem. Passengers experienced a 5-minute delay.    "
6,"Daily Service Report for Monday, February 3, 2014","
7:33 a.m. A New Carrollton-bound Orange Line train at Rosslyn was offloaded due to a door problem. Passengers experienced a 6-minute delay.    "
7,"Daily Service Report for Monday, February 3, 2014","
7:42 a.m. A Shady Grove-bound Red Line train at Union Station was offloaded due to a brake problem. Passengers experienced a 7-minute delay.    "
8,"Daily Service Report for Monday, February 3, 2014","
8:14 a.m. A Grosvenor-bound Red Line train at Bethesda was expressed for schedule adherence/improved train spacing.    "
9,"Daily Service Report for Monday, February 3, 2014","
8:21 a.m. A Largo Town Center-bound Blue Line train at Crystal City was delayed 6 minutes due to a signal problem.    "
10,"Daily Service Report for Monday, February 3, 2014","
8:47 a.m. A Glenmont-bound Red Line train at Dupont Circle was offloaded due to a door problem. Passengers experienced a 9-minute delay.    "
11,"Daily Service Report for Monday, February 3, 2014","
8:48 a.m. A Glenmont-bound Red Line train at White Flint was delayed 9 minutes due to police activity.    "
12,"Daily Service Report for Monday, February 3, 2014","
9:25 a.m. A Glenmont-bound Red Line train at Takoma was expressed for schedule adherence/improved train spacing.    "
13,"Daily Service Report for Monday, February 3, 2014","
9:29 a.m. A Silver Spring-bound Red Line train at Judiciary Square was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 6-minute delay.    "
14,"Daily Service Report for Monday, February 3, 2014","
11:37 a.m. A Shady Grove-bound Red Line train at Twinbrook was expressed for schedule adherence/improved train spacing.    "
15,"Daily Service Report for Monday, February 3, 2014","
1:08 p.m. A Huntington-bound Yellow Line train at Fort Totten was delayed 6 minutes due to an operational problem.    "
16,"Daily Service Report for Monday, February 3, 2014","
1:35 p.m. A Glenmont-bound Red Line train at Woodley Park was expressed for schedule adherence/improved train spacing.    "
17,"Daily Service Report for Monday, February 3, 2014","
3:37 p.m. A Vienna-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service.    "
18,"Daily Service Report for Monday, February 3, 2014","
4:58 p.m. A Huntington-bound Yellow Line train at Pentagon was offloaded due to an equipment problem. Passengers experienced a 9-minute delay.    "
19,"Daily Service Report for Monday, February 3, 2014","
5:08 p.m. A Fort Totten-bound Yellow Line train at Huntington did not operate, resulting in an 8-minute gap in service.    "
20,"Daily Service Report for Monday, February 3, 2014","
5:26 p.m. A Huntington-bound Yellow Line train at Braddock was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 6-minute delay.    "
21,"Daily Service Report for Monday, February 3, 2014","
"
22,"Daily Service Report for Monday, February 3, 2014",
23,"Daily Service Report for Monday, February 3, 2014","Report Archives

"
0,"Daily Service Report for Sunday, February 2, 2014",1:27 a.m. A Greenbelt-bound Green Line train at Prince George's Plaza was delayed 20 minutes due to an unauthorized person on the track.     
1,"Daily Service Report for Sunday, February 2, 2014","
7:48 a.m. A Grosvenor-bound Red Line train at Silver Spring was delayed 6 minutes due to an operational problem.    "
2,"Daily Service Report for Sunday, February 2, 2014","
5:00 p.m. A Greenbelt-bound Green Line train at Branch Avenue was delayed 4 minutes due to an operational problem.   "
3,"Daily Service Report for Sunday, February 2, 2014",
4,"Daily Service Report for Sunday, February 2, 2014","Report Archives

"
0,"Daily Service Report for Saturday, February 1, 2014",7:24 a.m. A Largo Town Center-bound Blue Line train at Franconia-Springfield was delayed 13 minutes due to late clearing track work.    
1,"Daily Service Report for Saturday, February 1, 2014","
2:30 p.m. A Glenmont-bound Red Line train at Wheaton was offloaded due to an equipment problem. Passengers experienced a 5-minute delay.    "
2,"Daily Service Report for Saturday, February 1, 2014","
3:00 p.m. A Grosvenor-bound Red Line train at Silver Spring did not operate, resulting in an 11-minute gap in service.    "
3,"Daily Service Report for Saturday, February 1, 2014","
6:04 p.m. A Vienna-bound Orange Line train at Minnesota Avenue was offloaded due to a door problem. Passengers experienced a 24-minute delay.    "
4,"Daily Service Report for Saturday, February 1, 2014","
7:53 p.m. A Shady Grove-bound Red Line train at White Flint was delayed 6 minutes due to a sick passenger.    "
5,"Daily Service Report for Saturday, February 1, 2014","
11:36 p.m. A Greenbelt-bound Green Line train at Anacostia was delayed 6 minutes due to police activity.   "
6,"Daily Service Report for Saturday, February 1, 2014",
7,"Daily Service Report for Saturday, February 1, 2014","Report Archives

"
0,"Daily Service Report for Friday, January 31, 2014",5:25 a.m. A Franconia-Springfield-bound Blue Line train at Foggy Bottom was delayed 6 minutes due to an operational problem.    
1,"Daily Service Report for Friday, January 31, 2014","
5:27 a.m. A Shady Grove-bound Red Line train at Grosvenor was delayed 27 minutes due to late clearing track work.    "
2,"Daily Service Report for Friday, January 31, 2014","
6:04 a.m. A Shady Grove-bound Red Line train at Rhode Island Avenue was offloaded due to a brake problem. Passengers experienced a 7-minute delay.    "
3,"Daily Service Report for Friday, January 31, 2014","
6:50 a.m. A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service.    "
4,"Daily Service Report for Friday, January 31, 2014","
6:57 a.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
5,"Daily Service Report for Friday, January 31, 2014","
3:37 p.m. A New Carrollton-bound Orange Line train at West Falls Church did not operate, resulting in an 8-minute gap in service.    "
6,"Daily Service Report for Friday, January 31, 2014","
4:15 p.m. A Branch Avenue-bound Green Line train at Greenbelt was delayed 8 minutes due to a signal problem.    "
7,"Daily Service Report for Friday, January 31, 2014","
4:49 p.m. A Glenmont-bound Red Line train at Shady Grove did not operate, resulting in a 6-minute gap in service.    "
8,"Daily Service Report for Friday, January 31, 2014","
5:18 p.m. A Franconia-Springfield-bound Blue Line train at Metro Center was offloaded due to a door problem. Passengers experienced a 12-minute delay.   "
9,"Daily Service Report for Friday, January 31, 2014",
10,"Daily Service Report for Friday, January 31, 2014","Report Archives

"
0,"Daily Service Report for Thursday, January 30, 2014",5:55 a.m. A Shady Grove-bound Red Line train at Glenmont was delayed 5 minutes due to a door problem.    
1,"Daily Service Report for Thursday, January 30, 2014","
6:02 a.m. A Grosvenor-bound Red Line train at Glenmont did not operate, resulting in a 6-minute gap in service.    "
2,"Daily Service Report for Thursday, January 30, 2014","
6:42 a.m. A Silver Spring-bound Red Line train at Rhode Island Avenue was delayed 8 minutes due to a door problem.    "
3,"Daily Service Report for Thursday, January 30, 2014","
6:48 a.m. A Silver Spring-bound Red Line train at Rhode Island Avenue was delayed 9 minutes due to an operational problem.    "
4,"Daily Service Report for Thursday, January 30, 2014","
7:07 a.m. A Glenmont-bound Red Line train at Fort Totten was delayed due to a signal problem. One train was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 12-minute delay.    "
5,"Daily Service Report for Thursday, January 30, 2014","
7:33 a.m. A Branch Avenue-bound Green Line train at Greenbelt was delayed 7 minutes due to an equipment problem.    "
6,"Daily Service Report for Thursday, January 30, 2014","
7:36 a.m. A Branch Avenue-bound Green Line train at College Park was expressed for schedule adherence/improved train spacing.    "
7,"Daily Service Report for Thursday, January 30, 2014","
7:55 a.m. A Glenmont-bound Red Line train at Bethesda was delayed 4 minutes due to a sick passenger.    "
8,"Daily Service Report for Thursday, January 30, 2014","
8:07 a.m. A Vienna-bound Orange Line train at Clarendon did not service the station due to an operational problem.  Passengers experienced a 4-minute delay.    "
9,"Daily Service Report for Thursday, January 30, 2014","
8:23 a.m. A Huntington-bound Yellow Line train at L’Enfant Plaza was delayed 4 minutes due to smoke on the tracks.    "
10,"Daily Service Report for Thursday, January 30, 2014","
8:56 a.m. A Grosvenor-bound Red Line train at Fort Totten was offloaded due to a brake problem. Passengers experienced a 7-minute delay.    "
11,"Daily Service Report for Thursday, January 30, 2014","
10:09 a.m. Two Shady Grove-bound Red Line trains became disabled outside of Shady Grove station due to a track problem. Several trains were single tracked around both incident trains and several other trains were offloaded and turned back for schedule adherence/improved train spacing.  Passengers on board the disabled trains experienced delays of 55-100 minutes, while other passengers experienced delays up to 30 minutes.    "
12,"Daily Service Report for Thursday, January 30, 2014","
10:32 a.m. A Glenmont-bound Red Line train at Bethesda was offloaded due to a brake problem. Passengers experienced a 5-minute delay.    "
13,"Daily Service Report for Thursday, January 30, 2014","
10:34 a.m. A Greenbelt-bound Green Line train at Branch Avenue was delayed 8 minutes due to a signal problem.    "
14,"Daily Service Report for Thursday, January 30, 2014","
11:32 a.m. A Glenmont-bound Red Line train at Woodley Park was offloaded due to a brake problem. Several trains were single tracked around the incident train. Passengers experienced delays up to 50 minutes.    "
15,"Daily Service Report for Thursday, January 30, 2014","
2:11 p.m. A Franconia-Springfield-bound Blue Line train at Capitol Heights was delayed 6 minutes due to a door problem.    "
16,"Daily Service Report for Thursday, January 30, 2014","
3:22 p.m. A Fort Totten-bound Yellow Line train at Huntington did not operate, resulting in an 18-minute gap in service.     "
17,"Daily Service Report for Thursday, January 30, 2014","
3:37 p.m. A Vienna-bound Orange Line train at West Falls Church did not operate, resulting in a 6-minute gap in service.    "
18,"Daily Service Report for Thursday, January 30, 2014","
4:24 p.m. A New Carrollton-bound Orange Line train at Vienna did not operate, resulting in a 6-minute gap in service.    "
19,"Daily Service Report for Thursday, January 30, 2014","
4:33 p.m. A Shady Grove-bound Red Line train at Metro Center was delayed 5 minutes due to a report of smoke.     "
20,"Daily Service Report for Thursday, January 30, 2014","
4:44 p.m. A Silver Spring-bound Red Line train at Cleveland Park was delayed 4 minutes due to an unattended package.     "
21,"Daily Service Report for Thursday, January 30, 2014","
5:55 p.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
22,"Daily Service Report for Thursday, January 30, 2014","
5:56 p.m. A Vienna-bound Orange Line train at Addison Road was offloaded due to striking a deer. Passengers experienced a 10-minute delay.     "
23,"Daily Service Report for Thursday, January 30, 2014","
6:01 p.m. A Greenbelt-bound Green Line train at Prince George's Plaza was expressed for schedule adherence/improved train spacing.   "
24,"Daily Service Report for Thursday, January 30, 2014",
25,"Daily Service Report for Thursday, January 30, 2014","Report Archives

"
0,"Daily Service Report for Wednesday, January 29, 2014",5:47 a.m. A Franconia-Springfield-bound Blue Line train at L’Enfant Plaza was delayed 7 minutes due to customers reporting a loud noise. The report was unfounded.    
1,"Daily Service Report for Wednesday, January 29, 2014","
6:22 a.m. A Glenmont-bound Red Line train at Tenleytown was offloaded due to a brake problem. Several trains were single tracked around the incident train. Passengers experienced an 8-minute delay.    "
2,"Daily Service Report for Wednesday, January 29, 2014","
6:43 a.m. A Grosvenor-bound Red Line train at Rhode Island Avenue was offloaded due to an equipment problem. Passengers experienced a 3-minute delay.    "
3,"Daily Service Report for Wednesday, January 29, 2014","
6:56 a.m. A New Carrollton-bound Orange Line train at Smithsonian was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
